Fecha,Tipo de Emisión,Nivel de Emisión (ppm),Fuente de Emisión,Consumo de Electricidad (kWh),Consumo de Gas Natural (m³),Volumen de Agua (m³),Tipo de Residuo,Cantidad de Residuo (kg),Método de Disposición,Concentración de Contaminante (ppm),Localización de Medición,Cumplimiento Normativo,Contador de Registros
2016-09-01,VOC,24,Maquinaria de Ensamble,434,70,39,No peligroso,5,Incineración,0.005010633996186859,En los alrededores,Sí,610
2016-09-02,HAP,88,Procesos de Pintura,326,57,38,Peligroso,7,Vertedero,0.007721504914201494,Dentro de la planta,Sí,611
2016-09-03,NOx,61,Maquinaria de Ensamble,464,59,50,Reciclable,8,Vertedero,0.008877337583702734,Dentro de la planta,Sí,612
2016-09-04,HAP,86,Procesos de Pintura,463,19,31,No peligroso,9,Reciclaje,0.007907286317688642,Dentro de la planta,Sí,613
2016-09-05,VOC,46,Maquinaria de Ensamble,481,10,11,Peligroso,2,Vertedero,0.003308296639290439,Dentro de la planta,Sí,614
2016-09-06,VOC,92,Procesos de Pintura,246,12,41,Peligroso,1,Vertedero,0.004975684892390663,En los alrededores,Sí,615
2016-09-07,NOx,94,Hornos de Secado,496,72,41,No peligroso,8,Reciclaje,0.005626092797213272,En los alrededores,Sí,616
2016-09-08,NOx,65,Maquinaria de Ensamble,150,63,23,Reciclable,6,Incineración,0.007453021862431595,En los alrededores,Sí,617
2016-09-09,CO2,3,Procesos de Pintura,360,52,24,No peligroso,3,Incineración,0.008856537969563243,Dentro de la planta,Sí,618
2016-09-10,HAP,2,Procesos de Pintura,484,71,12,Reciclable,3,Reciclaje,0.006847664722267497,Dentro de la planta,Sí,619
2016-09-11,CO2,59,Maquinaria de Ensamble,427,22,21,Reciclable,7,Vertedero,0.0025232753429952357,Dentro de la planta,Sí,620
2016-09-12,VOC,17,Hornos de Secado,373,67,46,Reciclable,2,Incineración,0.009570207631722193,En los alrededores,Sí,621
2016-09-13,CO2,93,Hornos de Secado,413,96,15,Peligroso,8,Incineración,0.00756843411900291,En los alrededores,Sí,622
2016-09-14,CO2,52,Maquinaria de Ensamble,270,15,20,Reciclable,10,Vertedero,0.006759112766432923,Dentro de la planta,Sí,623
2016-09-15,CO2,100,Hornos de Secado,453,23,28,Reciclable,4,Incineración,0.0047629010689001945,Dentro de la planta,Sí,624
2016-09-16,NOx,40,Hornos de Secado,135,34,29,Peligroso,1,Incineración,0.005512929824752984,En los alrededores,Sí,625
2016-09-17,CO2,9,Maquinaria de Ensamble,227,30,32,No peligroso,8,Vertedero,0.006471023399656734,Dentro de la planta,Sí,626
2016-09-18,HAP,18,Maquinaria de Ensamble,317,48,19,Reciclable,5,Incineración,0.0015206584364170226,Dentro de la planta,Sí,627
2016-09-19,HAP,17,Hornos de Secado,411,29,31,No peligroso,5,Vertedero,0.006022798555436474,Dentro de la planta,Sí,628
2016-09-20,NOx,98,Hornos de Secado,201,18,36,Peligroso,6,Incineración,0.0024741018611058835,En los alrededores,Sí,629
2016-09-21,HAP,26,Procesos de Pintura,125,42,19,No peligroso,8,Reciclaje,0.002744190901343635,En los alrededores,Sí,630
2016-09-22,HAP,65,Procesos de Pintura,229,73,50,No peligroso,8,Reciclaje,0.00435281359578818,En los alrededores,Sí,631
2016-09-23,CO2,24,Maquinaria de Ensamble,268,69,20,Peligroso,8,Reciclaje,0.00798834370567483,Dentro de la planta,Sí,632
2016-09-24,VOC,24,Hornos de Secado,334,54,33,Reciclable,7,Vertedero,0.004418480551930459,Dentro de la planta,Sí,633
2016-09-25,NOx,42,Maquinaria de Ensamble,244,56,30,Peligroso,4,Incineración,0.0038124534718477865,En los alrededores,Sí,634
2016-09-26,CO2,96,Hornos de Secado,132,84,35,Reciclable,6,Vertedero,0.0030966803516135704,En los alrededores,Sí,635
2016-09-27,CO2,66,Procesos de Pintura,380,65,26,Peligroso,5,Reciclaje,0.007314490932930485,Dentro de la planta,Sí,636
2016-09-28,HAP,16,Procesos de Pintura,424,23,13,Peligroso,4,Incineración,0.004850109616392537,Dentro de la planta,Sí,637
2016-09-29,CO2,39,Procesos de Pintura,381,11,13,Peligroso,10,Incineración,0.007943618900240104,Dentro de la planta,Sí,638
2016-09-30,CO2,92,Procesos de Pintura,242,20,28,Peligroso,10,Reciclaje,0.0043615279377702525,En los alrededores,Sí,639
2016-10-01,HAP,17,Maquinaria de Ensamble,361,23,21,No peligroso,4,Incineración,0.005387165506780067,En los alrededores,Sí,640
2016-10-02,HAP,18,Procesos de Pintura,468,58,42,No peligroso,6,Incineración,0.0038529858428737645,Dentro de la planta,Sí,641
2016-10-03,CO2,52,Procesos de Pintura,128,57,14,Reciclable,10,Reciclaje,0.0017879212170357844,En los alrededores,Sí,642
2016-10-04,VOC,27,Procesos de Pintura,125,86,25,Reciclable,1,Vertedero,0.003951330338483325,Dentro de la planta,Sí,643
2016-10-05,VOC,42,Procesos de Pintura,474,88,16,Reciclable,7,Incineración,0.005651371817072547,En los alrededores,Sí,644
2016-10-06,CO2,33,Procesos de Pintura,372,85,29,Peligroso,6,Incineración,0.002442771334447738,En los alrededores,Sí,645
2016-10-07,CO2,79,Maquinaria de Ensamble,175,96,29,Peligroso,8,Vertedero,0.007419162771060247,Dentro de la planta,Sí,646
2016-10-08,HAP,96,Hornos de Secado,432,59,49,Peligroso,7,Reciclaje,0.009260051946426286,Dentro de la planta,Sí,647
2016-10-09,NOx,56,Procesos de Pintura,412,41,38,Peligroso,8,Vertedero,0.0026587233417958624,En los alrededores,Sí,648
2016-10-10,NOx,51,Procesos de Pintura,497,45,11,No peligroso,5,Vertedero,0.007743955808276359,Dentro de la planta,Sí,649
2016-10-11,VOC,82,Hornos de Secado,249,75,41,Peligroso,1,Incineración,0.007579108753050268,Dentro de la planta,Sí,650
2016-10-12,NOx,61,Maquinaria de Ensamble,238,68,18,Reciclable,4,Incineración,0.009528003467649229,Dentro de la planta,Sí,651
2016-10-13,VOC,44,Hornos de Secado,200,84,27,Reciclable,8,Vertedero,0.005697925754240784,Dentro de la planta,Sí,652
2016-10-14,NOx,82,Procesos de Pintura,396,64,42,Peligroso,3,Reciclaje,0.0014865181241839344,En los alrededores,Sí,653
2016-10-15,HAP,83,Maquinaria de Ensamble,367,40,25,No peligroso,8,Vertedero,0.003585895631171937,Dentro de la planta,Sí,654
2016-10-16,HAP,4,Maquinaria de Ensamble,234,92,22,No peligroso,4,Vertedero,0.003949386486083251,En los alrededores,Sí,655
2016-10-17,CO2,2,Procesos de Pintura,234,91,37,No peligroso,9,Incineración,0.004460219637955162,Dentro de la planta,Sí,656
2016-10-18,VOC,86,Hornos de Secado,388,50,27,Reciclable,2,Reciclaje,0.0069259479912003735,Dentro de la planta,Sí,657
2016-10-19,VOC,21,Hornos de Secado,476,20,44,No peligroso,5,Reciclaje,0.005639523467340347,En los alrededores,Sí,658
2016-10-20,HAP,59,Procesos de Pintura,109,72,31,Reciclable,1,Vertedero,0.003020624682172344,Dentro de la planta,Sí,659
2016-10-21,NOx,55,Hornos de Secado,240,39,39,Reciclable,5,Reciclaje,0.008366304899861461,Dentro de la planta,Sí,660
2016-10-22,VOC,94,Hornos de Secado,409,95,16,Peligroso,6,Incineración,0.001121103846876924,En los alrededores,Sí,661
2016-10-23,NOx,84,Maquinaria de Ensamble,375,86,29,No peligroso,4,Vertedero,0.0015259202767822523,En los alrededores,Sí,662
2016-10-24,CO2,87,Maquinaria de Ensamble,214,30,29,Reciclable,9,Incineración,0.007079635193055287,Dentro de la planta,Sí,663
2016-10-25,NOx,10,Hornos de Secado,487,34,10,No peligroso,8,Incineración,0.008888477203671783,Dentro de la planta,Sí,664
2016-10-26,VOC,81,Maquinaria de Ensamble,173,12,48,No peligroso,8,Incineración,0.009706661765537253,Dentro de la planta,Sí,665
2016-10-27,NOx,80,Hornos de Secado,213,59,26,Peligroso,9,Reciclaje,0.009755317506857073,Dentro de la planta,Sí,666
2016-10-28,NOx,9,Procesos de Pintura,143,96,23,Reciclable,3,Vertedero,0.0036775749209836113,En los alrededores,Sí,667
2016-10-29,VOC,63,Procesos de Pintura,376,80,11,No peligroso,3,Incineración,0.004382088181803134,Dentro de la planta,Sí,668
2016-10-30,CO2,5,Maquinaria de Ensamble,290,16,15,Peligroso,8,Incineración,0.00458100102589939,Dentro de la planta,Sí,669
2016-10-31,NOx,87,Hornos de Secado,238,53,15,No peligroso,6,Incineración,0.00929174971603312,En los alrededores,Sí,670
2016-11-01,VOC,73,Maquinaria de Ensamble,223,83,48,Peligroso,7,Incineración,0.008731245954050747,En los alrededores,Sí,671
2016-11-02,HAP,42,Hornos de Secado,220,61,40,Reciclable,8,Vertedero,0.007421897718941019,Dentro de la planta,Sí,672
2016-11-03,HAP,23,Maquinaria de Ensamble,293,55,17,Reciclable,10,Vertedero,0.0020580503663158688,Dentro de la planta,Sí,673
2016-11-04,NOx,97,Hornos de Secado,196,69,39,Reciclable,4,Vertedero,0.0062392996418967825,Dentro de la planta,Sí,674
2016-11-05,CO2,37,Maquinaria de Ensamble,291,35,22,Peligroso,10,Incineración,0.0012511695966454812,En los alrededores,Sí,675
2016-11-06,NOx,75,Procesos de Pintura,204,76,28,Reciclable,9,Reciclaje,0.003937306303501802,En los alrededores,Sí,676
2016-11-07,CO2,55,Procesos de Pintura,308,71,38,Peligroso,3,Reciclaje,0.009187849801920424,En los alrededores,Sí,677
2016-11-08,NOx,78,Maquinaria de Ensamble,293,36,27,Peligroso,1,Vertedero,0.00849820729062644,En los alrededores,Sí,678
2016-11-09,VOC,46,Maquinaria de Ensamble,335,35,27,No peligroso,3,Vertedero,0.006838710727365335,Dentro de la planta,Sí,679
2016-11-10,NOx,91,Hornos de Secado,353,80,36,No peligroso,3,Reciclaje,0.00856174744863818,En los alrededores,Sí,680
2016-11-11,CO2,98,Maquinaria de Ensamble,166,98,49,Reciclable,7,Incineración,0.004100668894001803,En los alrededores,Sí,681
2016-11-12,NOx,2,Maquinaria de Ensamble,218,83,44,Peligroso,10,Reciclaje,0.0010498924320099467,En los alrededores,Sí,682
2016-11-13,HAP,86,Hornos de Secado,472,51,13,Peligroso,5,Reciclaje,0.006750595205725007,Dentro de la planta,Sí,683
2016-11-14,NOx,35,Procesos de Pintura,302,49,26,No peligroso,5,Vertedero,0.004440876673983261,Dentro de la planta,Sí,684
2016-11-15,VOC,76,Maquinaria de Ensamble,303,35,30,Peligroso,10,Incineración,0.007500514135682921,En los alrededores,Sí,685
2016-11-16,NOx,48,Hornos de Secado,170,78,28,Peligroso,4,Incineración,0.0029497295331978955,Dentro de la planta,Sí,686
2016-11-17,HAP,74,Procesos de Pintura,117,69,27,Peligroso,8,Incineración,0.001885189850328109,En los alrededores,Sí,687
2016-11-18,HAP,25,Maquinaria de Ensamble,479,21,34,Reciclable,1,Incineración,0.008518599170631462,En los alrededores,Sí,688
2016-11-19,VOC,82,Hornos de Secado,480,18,38,No peligroso,6,Vertedero,0.005890895941234021,Dentro de la planta,Sí,689
2016-11-20,CO2,91,Procesos de Pintura,310,78,23,No peligroso,8,Vertedero,0.001876370932671788,En los alrededores,Sí,690
2016-11-21,CO2,39,Maquinaria de Ensamble,440,34,32,No peligroso,5,Reciclaje,0.0016389051876950765,Dentro de la planta,Sí,691
2016-11-22,VOC,12,Maquinaria de Ensamble,350,71,38,No peligroso,6,Incineración,0.006067932251903359,En los alrededores,Sí,692
2016-11-23,CO2,62,Maquinaria de Ensamble,292,61,14,Reciclable,2,Reciclaje,0.004600342184069464,Dentro de la planta,Sí,693
2016-11-24,HAP,72,Maquinaria de Ensamble,274,90,31,No peligroso,2,Reciclaje,0.006073862657346139,En los alrededores,Sí,694
2016-11-25,NOx,11,Maquinaria de Ensamble,479,66,26,Reciclable,3,Reciclaje,0.005040845123889392,Dentro de la planta,Sí,695
2016-11-26,NOx,47,Hornos de Secado,229,86,30,Reciclable,3,Incineración,0.005084401732661014,En los alrededores,Sí,696
2016-11-27,NOx,15,Procesos de Pintura,139,25,46,Peligroso,8,Vertedero,0.003366543548021367,Dentro de la planta,Sí,697
2016-11-28,NOx,8,Maquinaria de Ensamble,139,63,50,Reciclable,9,Vertedero,0.008351437836133287,En los alrededores,Sí,698
2016-11-29,HAP,59,Hornos de Secado,358,26,33,No peligroso,3,Reciclaje,0.009747464531229228,Dentro de la planta,Sí,699
2016-11-30,HAP,90,Procesos de Pintura,311,33,27,Reciclable,1,Incineración,0.006578899511889975,Dentro de la planta,Sí,700
2016-12-01,VOC,97,Maquinaria de Ensamble,387,61,16,No peligroso,7,Vertedero,0.00880046733676414,Dentro de la planta,Sí,701
2016-12-02,HAP,75,Procesos de Pintura,442,70,22,Peligroso,10,Reciclaje,0.00277329270528823,Dentro de la planta,Sí,702
2016-12-03,NOx,63,Hornos de Secado,101,62,21,No peligroso,2,Vertedero,0.008841473532082665,En los alrededores,Sí,703
2016-12-04,CO2,18,Hornos de Secado,161,37,45,Peligroso,10,Incineración,0.009375937397842593,Dentro de la planta,Sí,704
2016-12-05,VOC,59,Procesos de Pintura,368,31,19,Peligroso,6,Vertedero,0.006605467143058317,En los alrededores,Sí,705
2016-12-06,VOC,21,Maquinaria de Ensamble,290,25,42,Reciclable,5,Incineración,0.002572002037846877,En los alrededores,Sí,706
2016-12-07,CO2,52,Procesos de Pintura,322,53,28,Peligroso,9,Incineración,0.0034752091334758215,Dentro de la planta,Sí,707
2016-12-08,CO2,20,Maquinaria de Ensamble,244,49,11,Reciclable,10,Vertedero,0.006859772544674024,Dentro de la planta,Sí,708
2016-12-09,HAP,69,Maquinaria de Ensamble,287,59,49,No peligroso,8,Vertedero,0.0019130865244368746,En los alrededores,Sí,709
2016-12-10,VOC,12,Procesos de Pintura,406,15,39,Peligroso,3,Incineración,0.008096327425313897,En los alrededores,Sí,710
2016-12-11,HAP,36,Maquinaria de Ensamble,448,89,18,Peligroso,5,Vertedero,0.008286410453258584,Dentro de la planta,Sí,711
2016-12-12,CO2,69,Hornos de Secado,400,55,47,No peligroso,10,Reciclaje,0.00695065519150218,Dentro de la planta,Sí,712
2016-12-13,VOC,25,Procesos de Pintura,300,89,10,Peligroso,2,Reciclaje,0.009987374840413548,Dentro de la planta,Sí,713
2016-12-14,VOC,98,Procesos de Pintura,375,95,25,Peligroso,6,Vertedero,0.0012847385310226361,En los alrededores,Sí,714
2016-12-15,HAP,73,Maquinaria de Ensamble,326,72,43,Peligroso,4,Incineración,0.006389163331312413,En los alrededores,Sí,715
2016-12-16,NOx,58,Hornos de Secado,395,31,17,Peligroso,1,Incineración,0.0018449681353055213,Dentro de la planta,Sí,716
2016-12-17,HAP,73,Procesos de Pintura,413,60,46,No peligroso,7,Incineración,0.0039658369637001565,En los alrededores,Sí,717
2016-12-18,CO2,37,Maquinaria de Ensamble,487,49,42,No peligroso,1,Incineración,0.00603277106680295,En los alrededores,Sí,718
2016-12-19,HAP,16,Maquinaria de Ensamble,409,51,33,Peligroso,6,Vertedero,0.009061811825884915,Dentro de la planta,Sí,719
2016-12-20,HAP,47,Procesos de Pintura,290,33,23,Peligroso,6,Incineración,0.0035662645383344083,En los alrededores,Sí,720
2016-12-21,HAP,50,Procesos de Pintura,127,34,31,Peligroso,7,Incineración,0.004178917904629452,En los alrededores,Sí,721
2016-12-22,VOC,57,Maquinaria de Ensamble,480,75,17,Reciclable,6,Vertedero,0.009825124794217797,Dentro de la planta,Sí,722
2016-12-23,CO2,11,Procesos de Pintura,459,27,50,Reciclable,1,Vertedero,0.007284437280504628,En los alrededores,Sí,723
2016-12-24,NOx,20,Procesos de Pintura,443,86,19,Reciclable,5,Vertedero,0.008490902091952194,En los alrededores,Sí,724
2016-12-25,HAP,86,Hornos de Secado,468,99,33,Reciclable,6,Incineración,0.005031142669809632,En los alrededores,Sí,725
2016-12-26,NOx,13,Maquinaria de Ensamble,236,34,33,Reciclable,5,Incineración,0.0014392453410269567,Dentro de la planta,Sí,726
2016-12-27,CO2,91,Procesos de Pintura,418,30,44,Peligroso,6,Reciclaje,0.009486681325592113,Dentro de la planta,Sí,727
2016-12-28,NOx,82,Maquinaria de Ensamble,270,14,29,Reciclable,5,Vertedero,0.006284945717242956,Dentro de la planta,Sí,728
2016-12-29,CO2,28,Procesos de Pintura,421,59,18,No peligroso,7,Vertedero,0.001269555859941886,Dentro de la planta,Sí,729
2016-12-30,NOx,64,Procesos de Pintura,149,37,29,Peligroso,4,Incineración,0.005761146191396554,En los alrededores,Sí,730
2016-12-31,VOC,40,Procesos de Pintura,443,76,29,Peligroso,6,Vertedero,0.0062830490948409,Dentro de la planta,Sí,731
2017-01-01,CO2,18,Hornos de Secado,109,39,10,Peligroso,3,Vertedero,0.002811842649153817,En los alrededores,Sí,732
2017-01-02,VOC,56,Hornos de Secado,327,90,10,No peligroso,1,Incineración,0.004132285699113276,Dentro de la planta,Sí,733
2017-01-03,HAP,31,Hornos de Secado,167,98,45,No peligroso,10,Reciclaje,0.001914107911230632,Dentro de la planta,Sí,734
2017-01-04,NOx,18,Procesos de Pintura,197,90,39,Peligroso,5,Incineración,0.008205131578726455,En los alrededores,Sí,735
2017-01-05,NOx,46,Maquinaria de Ensamble,168,60,23,Peligroso,8,Incineración,0.005208847681624573,En los alrededores,Sí,736
2017-01-06,NOx,98,Hornos de Secado,497,63,43,No peligroso,4,Vertedero,0.007571278642911462,En los alrededores,Sí,737
2017-01-07,NOx,39,Procesos de Pintura,451,67,21,Reciclable,7,Reciclaje,0.005401402340043921,Dentro de la planta,Sí,738
2017-01-08,VOC,19,Hornos de Secado,234,99,14,No peligroso,1,Vertedero,0.0048889770233827975,Dentro de la planta,Sí,739
2017-01-09,CO2,11,Maquinaria de Ensamble,251,58,22,Reciclable,9,Incineración,0.007306941770378737,Dentro de la planta,Sí,740
2017-01-10,CO2,25,Hornos de Secado,423,47,50,Peligroso,7,Vertedero,0.0013135512976887543,En los alrededores,Sí,741
2017-01-11,HAP,50,Hornos de Secado,230,31,49,Reciclable,4,Vertedero,0.008370438006582801,Dentro de la planta,Sí,742
2017-01-12,NOx,30,Hornos de Secado,442,26,23,Reciclable,10,Vertedero,0.00859454366086134,En los alrededores,Sí,743
2017-01-13,HAP,34,Procesos de Pintura,334,55,31,Reciclable,3,Incineración,0.008405783434629896,Dentro de la planta,Sí,744
2017-01-14,NOx,62,Maquinaria de Ensamble,441,49,18,No peligroso,7,Vertedero,0.005225419724640775,Dentro de la planta,Sí,745
2017-01-15,HAP,48,Procesos de Pintura,331,14,22,Reciclable,7,Vertedero,0.002964738963200146,En los alrededores,Sí,746
2017-01-16,HAP,71,Maquinaria de Ensamble,229,69,50,Peligroso,9,Vertedero,0.008615193245139739,Dentro de la planta,Sí,747
2017-01-17,CO2,36,Maquinaria de Ensamble,144,75,10,Reciclable,10,Incineración,0.0015015159583059918,En los alrededores,Sí,748
2017-01-18,NOx,50,Maquinaria de Ensamble,124,82,27,Peligroso,9,Vertedero,0.007373704294619368,Dentro de la planta,Sí,749
2017-01-19,HAP,93,Hornos de Secado,225,43,30,Reciclable,8,Incineración,0.0025995806741162053,En los alrededores,Sí,750
2017-01-20,NOx,49,Maquinaria de Ensamble,373,82,28,No peligroso,1,Reciclaje,0.0016724265876121355,Dentro de la planta,Sí,751
2017-01-21,CO2,19,Hornos de Secado,324,63,46,No peligroso,7,Reciclaje,0.004027773035580167,En los alrededores,Sí,752
2017-01-22,HAP,35,Hornos de Secado,155,81,25,Reciclable,10,Incineración,0.00317007502398366,Dentro de la planta,Sí,753
2017-01-23,CO2,30,Procesos de Pintura,497,27,24,Reciclable,10,Incineración,0.006827822108171989,En los alrededores,Sí,754
2017-01-24,NOx,38,Hornos de Secado,363,66,34,Reciclable,1,Reciclaje,0.009549324844430284,En los alrededores,Sí,755
2017-01-25,NOx,61,Hornos de Secado,273,95,45,No peligroso,8,Vertedero,0.006341827765281694,Dentro de la planta,Sí,756
2017-01-26,VOC,13,Maquinaria de Ensamble,266,39,39,No peligroso,4,Incineración,0.0020588027448477835,En los alrededores,Sí,757
2017-01-27,CO2,34,Maquinaria de Ensamble,455,73,12,No peligroso,3,Reciclaje,0.007630872480947633,Dentro de la planta,Sí,758
2017-01-28,NOx,18,Hornos de Secado,314,39,27,Peligroso,10,Reciclaje,0.0016834657579331853,Dentro de la planta,Sí,759
2017-01-29,NOx,71,Maquinaria de Ensamble,472,36,22,Reciclable,5,Reciclaje,0.00657077505149747,En los alrededores,Sí,760
2017-01-30,HAP,91,Procesos de Pintura,217,54,36,No peligroso,3,Incineración,0.003791679274063637,En los alrededores,Sí,761
2017-01-31,VOC,37,Maquinaria de Ensamble,477,67,43,Peligroso,6,Incineración,0.008755231627919302,Dentro de la planta,Sí,762
2017-02-01,HAP,35,Hornos de Secado,154,78,17,No peligroso,10,Reciclaje,0.004919946768810553,Dentro de la planta,Sí,763
2017-02-02,VOC,92,Procesos de Pintura,218,28,46,No peligroso,4,Incineración,0.007395200835185769,Dentro de la planta,Sí,764
2017-02-03,VOC,18,Hornos de Secado,306,13,38,Reciclable,8,Incineración,0.0037060720194463056,Dentro de la planta,Sí,765
2017-02-04,VOC,29,Hornos de Secado,327,53,43,Reciclable,4,Reciclaje,0.0037555300979145684,En los alrededores,Sí,766
2017-02-05,NOx,45,Procesos de Pintura,416,35,26,Peligroso,10,Vertedero,0.007237867746067561,Dentro de la planta,Sí,767
2017-02-06,VOC,21,Procesos de Pintura,230,58,25,Reciclable,8,Incineración,0.0017690496130700613,Dentro de la planta,Sí,768
2017-02-07,NOx,8,Maquinaria de Ensamble,295,100,41,No peligroso,2,Incineración,0.009364738552862305,Dentro de la planta,Sí,769
2017-02-08,NOx,62,Hornos de Secado,425,29,17,No peligroso,5,Vertedero,0.0032000353309629965,Dentro de la planta,Sí,770
2017-02-09,CO2,47,Procesos de Pintura,442,35,30,Peligroso,8,Reciclaje,0.009913847400604556,En los alrededores,Sí,771
2017-02-10,CO2,94,Maquinaria de Ensamble,370,54,13,Reciclable,2,Vertedero,0.005347540858265024,En los alrededores,Sí,772
2017-02-11,NOx,53,Maquinaria de Ensamble,259,42,50,Peligroso,1,Vertedero,0.008581711288711848,En los alrededores,Sí,773
